object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line,cultural_context_reason,cultural_context,text_for_embedding,mid_year,visual_x,visual_y,semantic_x,semantic_y
320962,Tälsäm or yä bərana kətab (healing scroll),Scroll,Tigrinya peoples,,1700,1897,Ethiopia,Northern Highlands region,,,"Parchment, ink, pigments, cotton",Parchment,"Purchase, Marie Sussek Gift, 2012",Scrolls; Faces,https://images.metmuseum.org/CRDImages/ao/original/DP326509.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP326509.jpg,https://www.metmuseum.org/art/collection/search/320962,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, Marie Sussek Gift, 2012",insufficient or ambiguous contextual evidence,Other,"Title: Tälsäm or yä bərana kətab (healing scroll) Object type: Scroll Culture: Tigrinya peoples Country: Ethiopia Region: Northern Highlands region Medium: Parchment, ink, pigments, cotton Classification: Parchment Tags: Scrolls; Faces",1798.5,-0.02469002,-0.23402695,0.277788,0.15398468
322610,Relief panel,Relief,Assyrian,Neo-Assyrian,-883,-859,,Mesopotamia,,,Gypsum alabaster,,"Gift of John D. Rockefeller Jr., 1932",,https://images.metmuseum.org/CRDImages/an/original/DP375419.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP375419.jpg,https://www.metmuseum.org/art/collection/search/322610,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Gift of John D. Rockefeller Jr., 1932",insufficient or ambiguous contextual evidence,Other,Title: Relief panel Object type: Relief Culture: Assyrian Period: Neo-Assyrian Region: Mesopotamia Medium: Gypsum alabaster,-871.0,0.04931962,-0.2630271,0.08904022,0.08302513
322619,Relief panel,Relief,Assyrian,Neo-Assyrian,-883,-859,,Mesopotamia,,,Gypsum alabaster,,"Gift of John D. Rockefeller Jr., 1932",,https://images.metmuseum.org/CRDImages/an/original/DP355701.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP355701.jpg,https://www.metmuseum.org/art/collection/search/322619,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Gift of John D. Rockefeller Jr., 1932",insufficient or ambiguous contextual evidence,Other,Title: Relief panel Object type: Relief Culture: Assyrian Period: Neo-Assyrian Region: Mesopotamia Medium: Gypsum alabaster,-871.0,0.15829608,-0.11834588,0.08904022,0.08302513
322621,Relief panel,Relief,Assyrian,Neo-Assyrian,-883,-859,,Mesopotamia,,,Gypsum alabaster,,"Gift of John D. Rockefeller Jr., 1932",,https://images.metmuseum.org/CRDImages/an/original/DP355694.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP355694.jpg,https://www.metmuseum.org/art/collection/search/322621,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Gift of John D. Rockefeller Jr., 1932",insufficient or ambiguous contextual evidence,Other,Title: Relief panel Object type: Relief Culture: Assyrian Period: Neo-Assyrian Region: Mesopotamia Medium: Gypsum alabaster,-871.0,0.123417504,-0.070066735,0.08904022,0.08302513
322973,Plate with king hunting rams,Plate,Sasanian,Sasanian,459,531,,Iran,,,"Silver, mercury gilding, niello inlay",,"Fletcher Fund, 1934",Kings; Men; Hunting; Horses; Rams,https://images.metmuseum.org/CRDImages/an/original/DP-42233-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-42233-001.jpg,https://www.metmuseum.org/art/collection/search/322973,True,The Metropolitan Museum of Art Collection API,Ritual; China,Ancient West Asian Art,,,"Fletcher Fund, 1934",insufficient or ambiguous contextual evidence,Other,"Title: Plate with king hunting rams Object type: Plate Culture: Sasanian Period: Sasanian Region: Iran Medium: Silver, mercury gilding, niello inlay Tags: Kings; Men; Hunting; Horses; Rams",495.0,0.1901634,0.021558564,-0.006341304,0.039831474
323479,Drachm,Coin,Parthian,Parthian,-100,-1,,Iran,,,Silver,,"Rogers Fund, 1936",Men; Profiles,https://images.metmuseum.org/CRDImages/an/original/DP-13132-007.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-13132-007.jpg,https://www.metmuseum.org/art/collection/search/323479,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund, 1936",insufficient or ambiguous contextual evidence,Other,Title: Drachm Object type: Coin Culture: Parthian Period: Parthian Region: Iran Medium: Silver Tags: Men; Profiles,-50.5,0.24944942,-0.004292168,0.12172917,0.082741864
324139,Jar with paired birds in panels,Jar,Iran,,-1600,-1400,,Iran,,,"Ceramic, paint",,"Rogers Fund and Gifts of Lucy W. Drexel, Theodore M. Davis, Helen Miller Gould, Albert Gallatin, Egypt Exploration Fund and Egyptian Research Account, by exchange, 1950",Birds,https://images.metmuseum.org/CRDImages/an/original/hb51_25_25.jpg,https://images.metmuseum.org/CRDImages/an/web-large/hb51_25_25.jpg,https://www.metmuseum.org/art/collection/search/324139,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund and Gifts of Lucy W. Drexel, Theodore M. Davis, Helen Miller Gould, Albert Gallatin, Egypt Exploration Fund and Egyptian Research Account, by exchange, 1950",insufficient or ambiguous contextual evidence,Other,"Title: Jar with paired birds in panels Object type: Jar Culture: Iran Region: Iran Medium: Ceramic, paint Tags: Birds",-1500.0,0.199954,-0.036851797,-0.019926807,0.086504735
324324,Handle of a flywhisk or fan,Flywhisk or fan handle,Assyrian,Neo-Assyrian,-800,-600,,Mesopotamia,,,Ivory,,"Rogers Fund, 1954",,https://images.metmuseum.org/CRDImages/an/original/DP-38927-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-38927-001.jpg,https://www.metmuseum.org/art/collection/search/324324,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund, 1954",insufficient or ambiguous contextual evidence,Other,Title: Handle of a flywhisk or fan Object type: Flywhisk or fan handle Culture: Assyrian Period: Neo-Assyrian Region: Mesopotamia Medium: Ivory,-700.0,0.24172258,-0.075141266,0.12258886,0.0021028682
324596,Plaque with tribute bearers,Relief,Assyrian,Neo-Assyrian,-900,-700,,Mesopotamia,,,Ivory,,"Rogers Fund, 1957",Men,https://images.metmuseum.org/CRDImages/an/original/DP110591.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110591.jpg,https://www.metmuseum.org/art/collection/search/324596,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund, 1957",insufficient or ambiguous contextual evidence,Other,Title: Plaque with tribute bearers Object type: Relief Culture: Assyrian Period: Neo-Assyrian Region: Mesopotamia Medium: Ivory Tags: Men,-800.0,0.10478743,-0.16147365,0.042301815,-0.060066175
324599,Incised furniture plaque with two ibexes flanking a stylized palmette tree,Relief,Assyrian,Neo-Assyrian,-900,-700,,Mesopotamia,,,Ivory,,"Rogers Fund, 1957",Ibex,https://images.metmuseum.org/CRDImages/an/original/DP110594.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110594.jpg,https://www.metmuseum.org/art/collection/search/324599,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund, 1957",insufficient or ambiguous contextual evidence,Other,Title: Incised furniture plaque with two ibexes flanking a stylized palmette tree Object type: Relief Culture: Assyrian Period: Neo-Assyrian Region: Mesopotamia Medium: Ivory Tags: Ibex,-800.0,0.18158828,-0.22739628,0.04777178,0.028689452
325818,Necklace with the head of the Egyptian god Bes,Necklace,Achaemenid,Achaemenid,-600,-300,,Iran,,,Gold,,"Dodge Fund, 1965",Bes; Horses,https://images.metmuseum.org/CRDImages/an/original/DP-41780-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-41780-001.jpg,https://www.metmuseum.org/art/collection/search/325818,True,The Metropolitan Museum of Art Collection API,Tara,Ancient West Asian Art,,,"Dodge Fund, 1965",insufficient or ambiguous contextual evidence,Other,Title: Necklace with the head of the Egyptian god Bes Object type: Necklace Culture: Achaemenid Period: Achaemenid Region: Iran Medium: Gold Tags: Bes; Horses,-450.0,0.13837504,-0.11564313,0.017397283,0.051035006
327315,Miniature vessel,Vessel,,,-1600,-1400,,Iran,,,Ceramic,,"Bequest of Charles K. Wilkinson, 1986",Birds,https://images.metmuseum.org/CRDImages/an/original/vs1987_115.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs1987_115.jpg,https://www.metmuseum.org/art/collection/search/327315,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Bequest of Charles K. Wilkinson, 1986",insufficient or ambiguous contextual evidence,Other,Title: Miniature vessel Object type: Vessel Region: Iran Medium: Ceramic Tags: Birds,-1500.0,0.20579197,-0.043301877,-0.139613,0.16333252
327399,Vessel terminating in the forepart of a stag,Vessel,Hittite,Hittite Empire,-1400,-1200,,Central Anatolia,,,"Silver, gold inlay",,"Gift of Norbert Schimmel Trust, 1989",Birds; Men; Deer; Deities; Goddess,https://images.metmuseum.org/CRDImages/an/original/DP-42027-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-42027-001.jpg,https://www.metmuseum.org/art/collection/search/327399,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Gift of Norbert Schimmel Trust, 1989",insufficient or ambiguous contextual evidence,Other,"Title: Vessel terminating in the forepart of a stag Object type: Vessel Culture: Hittite Period: Hittite Empire Region: Central Anatolia Medium: Silver, gold inlay Tags: Birds; Men; Deer; Deities; Goddess",-1300.0,0.28757054,0.037925567,0.031236527,0.17296591
328593,Monstrous male figure,Sculpture,Bactria-Margiana Archaeological Complex,Bronze Age,-2250,-1750,,Bactria-Margiana or eastern Iran,,,"Chlorite, calcite, gold, iron",,"Purchase, 2009 Benefit Fund, Friends of Inanna Gifts, and Mr. and Mrs. Horiuchi Gift, 2010",Men,https://images.metmuseum.org/CRDImages/an/original/dp22227.jpg,https://images.metmuseum.org/CRDImages/an/web-large/dp22227.jpg,https://www.metmuseum.org/art/collection/search/328593,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Purchase, 2009 Benefit Fund, Friends of Inanna Gifts, and Mr. and Mrs. Horiuchi Gift, 2010",insufficient or ambiguous contextual evidence,Other,"Title: Monstrous male figure Object type: Sculpture Culture: Bactria-Margiana Archaeological Complex Period: Bronze Age Region: Bactria-Margiana or eastern Iran Medium: Chlorite, calcite, gold, iron Tags: Men",-2000.0,0.25938144,0.0994314,-0.052292597,0.0562687
329077,Head of a ruler,Sculpture,,Early Bronze Age,-2300,-2000,,Mesopotamia,,,Copper alloy,,"Rogers Fund, 1947",Heads; Men,https://images.metmuseum.org/CRDImages/an/original/DP-23662-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-23662-001.jpg,https://www.metmuseum.org/art/collection/search/329077,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Ancient West Asian Art,,,"Rogers Fund, 1947",insufficient or ambiguous contextual evidence,Other,Title: Head of a ruler Object type: Sculpture Period: Early Bronze Age Region: Mesopotamia Medium: Copper alloy Tags: Heads; Men,-2150.0,0.35099274,0.08770465,-0.042553242,0.041911803
347927,Songs of Innocence: The Divine Image,Print,,,1789,1825,,,,,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,Prints,"Rogers Fund, 1917",Poetry,https://images.metmuseum.org/CRDImages/dp/original/DP816659.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP816659.jpg,https://www.metmuseum.org/art/collection/search/347927,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Drawings and Prints,,,"Rogers Fund, 1917",geography or period matched East Asia indicators,East_Asia,Title: Songs of Innocence: The Divine Image Object type: Print Medium: Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold Classification: Prints Tags: Poetry,1807.0,-0.23609072,-0.023107028,-0.05602693,-0.33032286
383883,Tobias and the Angel (small plate),Print,,,1608,1608,,,,,Engraving; Holl.'s second state of three,Prints,"Harris Brisbane Dick Fund, 1928",Birds; Men; Cows; Dogs; Fish; Frogs; Sheep; Angels,https://images.metmuseum.org/CRDImages/dp/original/DP870096.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP870096.jpg,https://www.metmuseum.org/art/collection/search/383883,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Drawings and Prints,,,"Harris Brisbane Dick Fund, 1928",insufficient or ambiguous contextual evidence,Other,Title: Tobias and the Angel (small plate) Object type: Print Medium: Engraving; Holl.'s second state of three Classification: Prints Tags: Birds; Men; Cows; Dogs; Fish; Frogs; Sheep; Angels,1608.0,-0.27454618,0.1990459,-0.21943918,-0.14702158
430812,"The True Issue or ""Thats Whats the Matter""",Print,,,1864,1864,,,,,Lithograph,Prints,"Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",Satire; American Civil War; Abraham Lincoln; Men; Maps,https://images.metmuseum.org/CRDImages/dp/original/DP831802.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP831802.jpg,https://www.metmuseum.org/art/collection/search/430812,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Drawings and Prints,,,"Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",insufficient or ambiguous contextual evidence,Other,"Title: The True Issue or ""Thats Whats the Matter"" Object type: Print Medium: Lithograph Classification: Prints Tags: Satire; American Civil War; Abraham Lincoln; Men; Maps",1864.0,-0.104870945,0.17466335,-0.19884476,-0.20057689
435621,Joan of Arc,Painting,,,1879,1879,,,,,Oil on canvas,Paintings,"Gift of Erwin Davis, 1889",Gardens; Joan of Arc,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-049.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-049.jpg,https://www.metmuseum.org/art/collection/search/435621,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Gift of Erwin Davis, 1889",insufficient or ambiguous contextual evidence,Other,Title: Joan of Arc Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Gardens; Joan of Arc,1879.0,-0.276127,0.36185992,-0.44292623,-0.326117
435678,The Temptation of Saint Anthony,Painting,,,1550,1560,,,,,Oil on wood,Paintings,"Bequest of Harry G. Sperling, 1971",Fires; Saint Anthony,https://images.metmuseum.org/CRDImages/ep/original/DP235224.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP235224.jpg,https://www.metmuseum.org/art/collection/search/435678,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Harry G. Sperling, 1971",insufficient or ambiguous contextual evidence,Other,Title: The Temptation of Saint Anthony Object type: Painting Medium: Oil on wood Classification: Paintings Tags: Fires; Saint Anthony,1555.0,-0.24301481,0.22939175,-0.3718437,-0.29299197
435702,The Horse Fair,Painting,,,1852,1855,,,,,Oil on canvas,Paintings,"Gift of Cornelius Vanderbilt, 1887",Men; Horses; Paris,https://images.metmuseum.org/CRDImages/ep/original/DP-23550-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23550-001.jpg,https://www.metmuseum.org/art/collection/search/435702,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Gift of Cornelius Vanderbilt, 1887",insufficient or ambiguous contextual evidence,Other,Title: The Horse Fair Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Men; Horses; Paris,1853.5,-0.27847812,0.29904205,-0.39806822,-0.2503883
435762,Virgin and Child,Painting,,,1455,1460,,,,,Oil on wood,Paintings,"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",Madonna and Child,https://images.metmuseum.org/CRDImages/ep/original/DP-20589-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20589-001.jpg,https://www.metmuseum.org/art/collection/search/435762,True,The Metropolitan Museum of Art Collection API,India,European Paintings,,,"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",insufficient or ambiguous contextual evidence,Other,Title: Virgin and Child Object type: Painting Medium: Oil on wood Classification: Paintings Tags: Madonna and Child,1457.5,-0.19396754,0.390478,-0.30427736,-0.32966316
435844,The Musicians,Painting,,,1597,1597,,,,,Oil on canvas,Paintings,"Rogers Fund, 1952",Grapes; Men; Music; Lutes; Violins; Cupid; Musicians,https://images.metmuseum.org/CRDImages/ep/original/DP-687-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-687-001.jpg,https://www.metmuseum.org/art/collection/search/435844,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Rogers Fund, 1952",insufficient or ambiguous contextual evidence,Other,Title: The Musicians Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Grapes; Men; Music; Lutes; Violins; Cupid; Musicians,1597.0,-0.2681972,0.44696504,-0.35413,-0.19366455
